P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,delta,load,T_HTF_in_K,T_amb_input_K
130017755.04,1146.64,24875637.22,2.79,844.31,89.97,0.73,1053.65,305.22
130017755.04,1146.64,24875637.22,2.79,844.31,89.97,0.89,1044.65,269.42
63626245.12,1062.27,24500563.59,2.96,831.54,48.87,0.68,1005.48,270.18
63626245.12,1062.27,24500563.59,2.96,831.54,48.87,0.74,997.42,282.73
63626245.12,1062.27,24500563.59,2.96,831.54,48.87,0.51,999.27,300.96
63626245.12,1062.27,24500563.59,2.96,831.54,48.87,0.88,1007.35,267.05
63626245.12,1062.27,24500563.59,2.96,831.54,48.87,0.92,1001.45,292.75
63626245.12,1062.27,24500563.59,2.96,831.54,48.87,0.84,1012.12,284.5
63626245.12,1062.27,24500563.59,2.96,831.54,48.87,1.05,995.63,314.07
63626245.12,1062.27,24500563.59,2.96,831.54,48.87,0.58,1010.75,309.97
28512367.49,1159.34,24648854.01,2.88,852.42,38.73,0.81,1101.03,304.71
28512367.49,1159.34,24648854.01,2.88,852.42,38.73,0.7,1112.4,281.33
28512367.49,1159.34,24648854.01,2.88,852.42,38.73,0.88,1116.07,274.25
28512367.49,1159.34,24648854.01,2.88,852.42,38.73,0.6,1107.21,267.15
28512367.49,1159.34,24648854.01,2.88,852.42,38.73,0.95,1113.31,286.71
28512367.49,1159.34,24648854.01,2.88,852.42,38.73,1.01,1120.14,314.63
28512367.49,1159.34,24648854.01,2.88,852.42,38.73,0.56,1104.41,299.19
28512367.49,1159.34,24648854.01,2.88,852.42,38.73,0.77,1109.08,293.85
46932329.1,1187.07,24886980.67,2.83,835.14,86.74,1.02,1094.6,308.43
46932329.1,1187.07,24886980.67,2.83,835.14,86.74,0.71,1099.29,274.15
46932329.1,1187.07,24886980.67,2.83,835.14,86.74,0.91,1080.75,314.78
46932329.1,1187.07,24886980.67,2.83,835.14,86.74,0.84,1088.92,299.77
46932329.1,1187.07,24886980.67,2.83,835.14,86.74,0.59,1097.3,287.47
46932329.1,1187.07,24886980.67,2.83,835.14,86.74,0.68,1085.48,280.93
46932329.1,1187.07,24886980.67,2.83,835.14,86.74,0.54,1084.1,292.8
46932329.1,1187.07,24886980.67,2.83,835.14,86.74,0.91,1091.68,264.82
32016076.34,1096.37,24939705.92,2.82,812.34,68.6,1.03,1018.81,294.89
32016076.34,1096.37,24939705.92,2.82,812.34,68.6,0.73,1027.15,275.52
32016076.34,1096.37,24939705.92,2.82,812.34,68.6,0.89,1021.13,277.7
32016076.34,1096.37,24939705.92,2.82,812.34,68.6,0.59,1011.58,306.66
32016076.34,1096.37,24939705.92,2.82,812.34,68.6,0.98,1012.83,300.38
32016076.34,1096.37,24939705.92,2.82,812.34,68.6,0.54,1007.83,287.94
32016076.34,1096.37,24939705.92,2.82,812.34,68.6,0.78,1017.19,268.47
32016076.34,1096.37,24939705.92,2.82,812.34,68.6,0.65,1025.09,317.86
137975062.03,1056.23,24637221.88,2.92,814.52,75.6,0.68,975.91,290.4
137975062.03,1056.23,24637221.88,2.92,814.52,75.6,0.89,971.91,264.62
137975062.03,1056.23,24637221.88,2.92,814.52,75.6,0.83,961.46,316.52
137975062.03,1056.23,24637221.88,2.92,814.52,75.6,0.74,968.31,293.95
137975062.03,1056.23,24637221.88,2.92,814.52,75.6,1.0,963.93,300.27
137975062.03,1056.23,24637221.88,2.92,814.52,75.6,0.55,966.12,283.16
137975062.03,1056.23,24637221.88,2.92,814.52,75.6,0.98,980.62,273.79
137975062.03,1056.23,24637221.88,2.92,814.52,75.6,0.59,974.46,310.37
112559035.75,1103.08,24036884.83,2.96,799.21,35.97,0.7,1053.08,284.6
112559035.75,1103.08,24036884.83,2.96,799.21,35.97,0.84,1050.29,281.46
112559035.75,1103.08,24036884.83,2.96,799.21,35.97,0.9,1056.87,307.45
112559035.75,1103.08,24036884.83,2.96,799.21,35.97,0.61,1064.87,312.99
112559035.75,1103.08,24036884.83,2.96,799.21,35.97,0.54,1059.9,266.67
112559035.75,1103.08,24036884.83,2.96,799.21,35.97,0.73,1063.68,302.37
112559035.75,1103.08,24036884.83,2.96,799.21,35.97,0.96,1049.01,271.35
112559035.75,1103.08,24036884.83,2.96,799.21,35.97,1.0,1058.07,291.06
74346333.13,1160.62,24468963.3,2.88,810.95,21.3,1.03,1124.93,283.28
74346333.13,1160.62,24468963.3,2.88,810.95,21.3,0.68,1132.11,295.3
74346333.13,1160.62,24468963.3,2.88,810.95,21.3,0.53,1135.79,285.72
74346333.13,1160.62,24468963.3,2.88,810.95,21.3,0.74,1124.22,303.66
74346333.13,1160.62,24468963.3,2.88,810.95,21.3,0.95,1129.8,309.7
74346333.13,1160.62,24468963.3,2.88,810.95,21.3,0.81,1137.23,317.64
74346333.13,1160.62,24468963.3,2.88,810.95,21.3,0.6,1128.09,268.33
74346333.13,1160.62,24468963.3,2.88,810.95,21.3,0.88,1119.34,276.75
13592722.78,1209.12,24343889.09,2.85,798.33,84.85,0.59,1119.9,284.84
13592722.78,1209.12,24343889.09,2.85,798.33,84.85,0.87,1112.94,309.33
13592722.78,1209.12,24343889.09,2.85,798.33,84.85,0.64,1114.31,296.15
13592722.78,1209.12,24343889.09,2.85,798.33,84.85,1.01,1118.37,274.46
13592722.78,1209.12,24343889.09,2.85,798.33,84.85,0.54,1121.82,314.31
13592722.78,1209.12,24343889.09,2.85,798.33,84.85,0.77,1105.4,297.95
13592722.78,1209.12,24343889.09,2.85,798.33,84.85,0.95,1109.19,279.31
13592722.78,1209.12,24343889.09,2.85,798.33,84.85,0.8,1110.25,264.06
145931681.15,1116.74,24435033.36,2.76,812.78,73.9,0.75,1023.97,272.52
145931681.15,1116.74,24435033.36,2.76,812.78,73.9,0.64,1027.98,299.05
145931681.15,1116.74,24435033.36,2.76,812.78,73.9,0.8,1038.13,304.88
145931681.15,1116.74,24435033.36,2.76,812.78,73.9,0.89,1035.61,286.14
145931681.15,1116.74,24435033.36,2.76,812.78,73.9,1.03,1032.59,267.81
145931681.15,1116.74,24435033.36,2.76,812.78,73.9,0.55,1026.75,313.54
145931681.15,1116.74,24435033.36,2.76,812.78,73.9,0.6,1035.21,291.02
145931681.15,1116.74,24435033.36,2.76,812.78,73.9,0.97,1041.41,281.66
71565583.24,1168.94,24920969.15,2.85,825.99,64.8,0.84,1089.14,303.27
71565583.24,1168.94,24920969.15,2.85,825.99,64.8,0.91,1104.1,267.19
71565583.24,1168.94,24920969.15,2.85,825.99,64.8,0.71,1096.93,270.39
71565583.24,1168.94,24920969.15,2.85,825.99,64.8,0.6,1099.87,295.16
71565583.24,1168.94,24920969.15,2.85,825.99,64.8,0.53,1092.85,286.6
71565583.24,1168.94,24920969.15,2.85,825.99,64.8,1.02,1095.5,306.39
71565583.24,1168.94,24920969.15,2.85,825.99,64.8,0.92,1089.74,316.94
71565583.24,1168.94,24920969.15,2.85,825.99,64.8,0.71,1084.91,278.95
82913272.19,1210.62,24766742.87,2.96,852.1,97.81,0.63,1097.91,314.54
82913272.19,1210.62,24766742.87,2.96,852.1,97.81,0.77,1105.59,274.83
82913272.19,1210.62,24766742.87,2.96,852.1,97.81,0.81,1111.74,297.13
82913272.19,1210.62,24766742.87,2.96,852.1,97.81,0.9,1096.06,279.39
82913272.19,1210.62,24766742.87,2.96,852.1,97.81,0.7,1094.25,297.56
82913272.19,1210.62,24766742.87,2.96,852.1,97.81,0.51,1103.54,267.86
82913272.19,1210.62,24766742.87,2.96,852.1,97.81,0.97,1109.39,284.17
82913272.19,1210.62,24766742.87,2.96,852.1,97.81,1.01,1102.32,306.96
107366421.78,1037.62,24381841.9,2.97,839.01,86.93,0.57,944.43,315.33
107366421.78,1037.62,24381841.9,2.97,839.01,86.93,0.5,946.71,291.82
107366421.78,1037.62,24381841.9,2.97,839.01,86.93,0.93,942.95,288.88
107366421.78,1037.62,24381841.9,2.97,839.01,86.93,0.85,935.27,264.71
107366421.78,1037.62,24381841.9,2.97,839.01,86.93,1.03,937.26,272.25
107366421.78,1037.62,24381841.9,2.97,839.01,86.93,0.67,948.36,279.19
107366421.78,1037.62,24381841.9,2.97,839.01,86.93,0.71,939.15,298.77
107366421.78,1037.62,24381841.9,2.97,839.01,86.93,0.8,931.67,306.28
43726256.4,1159.64,24416248.21,2.8,810.44,98.54,0.55,1049.95,307.51
43726256.4,1159.64,24416248.21,2.8,810.44,98.54,0.78,1054.69,312.52
43726256.4,1159.64,24416248.21,2.8,810.44,98.54,0.89,1059.45,282.73
43726256.4,1159.64,24416248.21,2.8,810.44,98.54,1.05,1045.54,302.16
43726256.4,1159.64,24416248.21,2.8,810.44,98.54,0.57,1046.59,274.25
43726256.4,1159.64,24416248.21,2.8,810.44,98.54,0.64,1052.34,294.42
43726256.4,1159.64,24416248.21,2.8,810.44,98.54,0.77,1043.21,285.25
43726256.4,1159.64,24416248.21,2.8,810.44,98.54,0.94,1057.43,265.75
33510394.69,1082.58,24024896.98,2.83,816.1,21.78,0.71,1056.28,267.23
33510394.69,1082.58,24024896.98,2.83,816.1,21.78,0.69,1043.4,305.12
33510394.69,1082.58,24024896.98,2.83,816.1,21.78,0.58,1051.33,317.42
33510394.69,1082.58,24024896.98,2.83,816.1,21.78,0.53,1059.78,296.5
33510394.69,1082.58,24024896.98,2.83,816.1,21.78,1.05,1045.97,299.5
33510394.69,1082.58,24024896.98,2.83,816.1,21.78,0.82,1050.57,284.47
33510394.69,1082.58,24024896.98,2.83,816.1,21.78,0.97,1055.23,274.65
33510394.69,1082.58,24024896.98,2.83,816.1,21.78,0.85,1040.9,281.42
122741303.72,1107.13,24333060.61,2.98,814.85,73.49,0.87,1028.31,297.89
122741303.72,1107.13,24333060.61,2.98,814.85,73.49,0.66,1014.13,275.81
122741303.72,1107.13,24333060.61,2.98,814.85,73.49,0.75,1020.89,279.76
122741303.72,1107.13,24333060.61,2.98,814.85,73.49,0.84,1030.28,269.61
122741303.72,1107.13,24333060.61,2.98,814.85,73.49,0.96,1025.29,316.8
122741303.72,1107.13,24333060.61,2.98,814.85,73.49,0.99,1016.21,289.04
122741303.72,1107.13,24333060.61,2.98,814.85,73.49,0.61,1033.48,296.29
122741303.72,1107.13,24333060.61,2.98,814.85,73.49,0.52,1023.12,307.41
37357599.39,1163.04,24314379.34,2.84,837.83,51.34,0.74,1091.77,295.38
37357599.39,1163.04,24314379.34,2.84,837.83,51.34,0.66,1104.58,308.87
37357599.39,1163.04,24314379.34,2.84,837.83,51.34,0.98,1108.62,278.62
37357599.39,1163.04,24314379.34,2.84,837.83,51.34,1.03,1102.55,313.69
37357599.39,1163.04,24314379.34,2.84,837.83,51.34,0.81,1095.86,272.29
37357599.39,1163.04,24314379.34,2.84,837.83,51.34,0.55,1098.86,302.98
37357599.39,1163.04,24314379.34,2.84,837.83,51.34,0.58,1109.55,269.64
37357599.39,1163.04,24314379.34,2.84,837.83,51.34,0.91,1100.28,284.8
118855454.77,1172.07,24760027.74,2.93,849.33,71.57,0.6,1091.11,276.28
118855454.77,1172.07,24760027.74,2.93,849.33,71.57,0.99,1096.82,315.56
118855454.77,1172.07,24760027.74,2.93,849.33,71.57,0.91,1099.62,295.28
118855454.77,1172.07,24760027.74,2.93,849.33,71.57,0.77,1082.08,304.31
118855454.77,1172.07,24760027.74,2.93,849.33,71.57,0.69,1095.42,284.67
118855454.77,1172.07,24760027.74,2.93,849.33,71.57,0.82,1083.42,269.33
118855454.77,1172.07,24760027.74,2.93,849.33,71.57,0.5,1085.71,308.05
118855454.77,1172.07,24760027.74,2.93,849.33,71.57,0.91,1090.43,281.98
53450359.4,1026.75,24316218.58,2.78,815.75,71.17,0.83,944.84,316.54
53450359.4,1026.75,24316218.58,2.78,815.75,71.17,0.69,939.35,296.26
53450359.4,1026.75,24316218.58,2.78,815.75,71.17,0.98,936.9,300.62
53450359.4,1026.75,24316218.58,2.78,815.75,71.17,1.04,947.61,279.08
53450359.4,1026.75,24316218.58,2.78,815.75,71.17,0.59,942.02,310.38
53450359.4,1026.75,24316218.58,2.78,815.75,71.17,0.55,953.46,270.28
53450359.4,1026.75,24316218.58,2.78,815.75,71.17,0.9,950.72,268.69
53450359.4,1026.75,24316218.58,2.78,815.75,71.17,0.77,950.06,284.76
91039095.53,1233.03,24816995.1,2.94,816.17,30.07,0.83,1190.58,304.93
91039095.53,1233.03,24816995.1,2.94,816.17,30.07,0.53,1198.47,281.61
91039095.53,1233.03,24816995.1,2.94,816.17,30.07,0.95,1189.42,264.47
91039095.53,1233.03,24816995.1,2.94,816.17,30.07,1.01,1196.86,273.77
91039095.53,1233.03,24816995.1,2.94,816.17,30.07,0.89,1183.58,313.11
91039095.53,1233.03,24816995.1,2.94,816.17,30.07,0.77,1202.03,289.11
91039095.53,1233.03,24816995.1,2.94,816.17,30.07,0.69,1195.07,297.37
91039095.53,1233.03,24816995.1,2.94,816.17,30.07,0.62,1187.7,303.34
137610294.65,1066.66,24116709.84,2.76,849.43,31.38,0.8,1022.94,265.08
137610294.65,1066.66,24116709.84,2.76,849.43,31.38,0.52,1031.15,293.73
137610294.65,1066.66,24116709.84,2.76,849.43,31.38,0.73,1032.86,280.82
137610294.65,1066.66,24116709.84,2.76,849.43,31.38,0.68,1029.17,309.43
137610294.65,1066.66,24116709.84,2.76,849.43,31.38,0.85,1016.38,285.76
137610294.65,1066.66,24116709.84,2.76,849.43,31.38,0.96,1025.61,271.66
137610294.65,1066.66,24116709.84,2.76,849.43,31.38,1.03,1020.39,303.16
137610294.65,1066.66,24116709.84,2.76,849.43,31.38,0.6,1018.86,312.94
35345012.22,1024.8,24581824.57,2.97,826.13,67.14,0.95,937.76,293.6
35345012.22,1024.8,24581824.57,2.97,826.13,67.14,0.74,947.82,317.52
35345012.22,1024.8,24581824.57,2.97,826.13,67.14,0.8,956.74,277.14
35345012.22,1024.8,24581824.57,2.97,826.13,67.14,0.58,943.22,299.25
35345012.22,1024.8,24581824.57,2.97,826.13,67.14,0.64,954.96,288.54
35345012.22,1024.8,24581824.57,2.97,826.13,67.14,0.54,942.62,273.64
35345012.22,1024.8,24581824.57,2.97,826.13,67.14,0.86,946.67,269.91
35345012.22,1024.8,24581824.57,2.97,826.13,67.14,0.98,950.56,309.09
44930972.28,1059.53,24806383.37,2.99,848.58,64.05,0.71,988.21,268.72
44930972.28,1059.53,24806383.37,2.99,848.58,64.05,0.66,984.44,308.77
44930972.28,1059.53,24806383.37,2.99,848.58,64.05,0.87,994.67,316.72
44930972.28,1059.53,24806383.37,2.99,848.58,64.05,0.99,991.37,301.92
44930972.28,1059.53,24806383.37,2.99,848.58,64.05,0.98,980.01,276.53
44930972.28,1059.53,24806383.37,2.99,848.58,64.05,0.6,986.32,285.14
44930972.28,1059.53,24806383.37,2.99,848.58,64.05,0.56,976.67,283.36
44930972.28,1059.53,24806383.37,2.99,848.58,64.05,0.8,982.23,291.64
15901620.03,1219.67,24876995.76,2.82,806.24,60.3,0.6,1150.75,297.1
15901620.03,1219.67,24876995.76,2.82,806.24,60.3,0.64,1152.15,313.48
15901620.03,1219.67,24876995.76,2.82,806.24,60.3,0.98,1141.39,288.06
15901620.03,1219.67,24876995.76,2.82,806.24,60.3,0.75,1147.35,279.57
15901620.03,1219.67,24876995.76,2.82,806.24,60.3,0.8,1145.62,263.79
15901620.03,1219.67,24876995.76,2.82,806.24,60.3,0.53,1144.08,310.93
15901620.03,1219.67,24876995.76,2.82,806.24,60.3,0.94,1154.66,271.53
15901620.03,1219.67,24876995.76,2.82,806.24,60.3,0.85,1157.47,303.98
70852110.4,1142.62,24283414.49,2.75,799.11,59.22,0.62,1081.22,312.93
70852110.4,1142.62,24283414.49,2.75,799.11,59.22,0.53,1067.12,287.22
70852110.4,1142.62,24283414.49,2.75,799.11,59.22,0.79,1080.55,295.1
70852110.4,1142.62,24283414.49,2.75,799.11,59.22,0.93,1077.91,308.16
70852110.4,1142.62,24283414.49,2.75,799.11,59.22,0.9,1064.76,273.38
70852110.4,1142.62,24283414.49,2.75,799.11,59.22,0.99,1072.99,267.77
70852110.4,1142.62,24283414.49,2.75,799.11,59.22,0.7,1074.55,280.63
70852110.4,1142.62,24283414.49,2.75,799.11,59.22,0.77,1069.36,297.83
27658938.22,1157.73,24107279.75,2.92,847.46,20.68,0.85,1127.29,296.43
27658938.22,1157.73,24107279.75,2.92,847.46,20.68,0.78,1136.19,308.13
27658938.22,1157.73,24107279.75,2.92,847.46,20.68,0.61,1121.66,269.77
27658938.22,1157.73,24107279.75,2.92,847.46,20.68,0.95,1118.23,270.53
27658938.22,1157.73,24107279.75,2.92,847.46,20.68,0.71,1126.75,277.41
27658938.22,1157.73,24107279.75,2.92,847.46,20.68,0.7,1130.04,303.42
27658938.22,1157.73,24107279.75,2.92,847.46,20.68,0.52,1132.09,286.42
27658938.22,1157.73,24107279.75,2.92,847.46,20.68,1.01,1122.1,317.89
44682459.13,1170.45,24927764.31,2.8,810.52,80.17,0.64,1073.23,265.08
44682459.13,1170.45,24927764.31,2.8,810.52,80.17,0.8,1088.81,274.53
44682459.13,1170.45,24927764.31,2.8,810.52,80.17,0.86,1071.05,299.79
44682459.13,1170.45,24927764.31,2.8,810.52,80.17,1.04,1077.53,316.97
44682459.13,1170.45,24927764.31,2.8,810.52,80.17,0.75,1082.97,310.32
44682459.13,1170.45,24927764.31,2.8,810.52,80.17,0.95,1081.48,276.97
44682459.13,1170.45,24927764.31,2.8,810.52,80.17,0.62,1085.77,290.87
44682459.13,1170.45,24927764.31,2.8,810.52,80.17,0.54,1077.97,288.33
91786238.6,1158.99,24631754.41,2.87,823.68,73.98,0.92,1079.01,295.79
91786238.6,1158.99,24631754.41,2.87,823.68,73.98,0.81,1068.9,311.96
91786238.6,1158.99,24631754.41,2.87,823.68,73.98,0.76,1071.29,272.42
91786238.6,1158.99,24631754.41,2.87,823.68,73.98,0.66,1080.95,266.05
91786238.6,1158.99,24631754.41,2.87,823.68,73.98,1.01,1073.54,303.48
91786238.6,1158.99,24631754.41,2.87,823.68,73.98,0.87,1067.18,282.52
91786238.6,1158.99,24631754.41,2.87,823.68,73.98,0.63,1076.79,309.18
91786238.6,1158.99,24631754.41,2.87,823.68,73.98,0.52,1082.63,289.76
66696830.19,1202.19,24459123.48,2.82,853.14,97.01,0.97,1100.01,272.18
66696830.19,1202.19,24459123.48,2.82,853.14,97.01,0.82,1087.54,283.67
66696830.19,1202.19,24459123.48,2.82,853.14,97.01,0.87,1097.65,291.8
66696830.19,1202.19,24459123.48,2.82,853.14,97.01,0.69,1104.56,317.68
66696830.19,1202.19,24459123.48,2.82,853.14,97.01,1.02,1092.71,264.46
66696830.19,1202.19,24459123.48,2.82,853.14,97.01,0.61,1101.65,287.65
66696830.19,1202.19,24459123.48,2.82,853.14,97.01,0.72,1092.08,309.88
66696830.19,1202.19,24459123.48,2.82,853.14,97.01,0.52,1089.42,304.29
132368901.89,1270.84,24487419.62,2.97,848.28,56.64,0.74,1208.54,283.94
132368901.89,1270.84,24487419.62,2.97,848.28,56.64,0.81,1202.74,273.63
132368901.89,1270.84,24487419.62,2.97,848.28,56.64,1.04,1210.92,265.58
132368901.89,1270.84,24487419.62,2.97,848.28,56.64,0.94,1214.14,312.36
132368901.89,1270.84,24487419.62,2.97,848.28,56.64,0.63,1194.71,277.56
132368901.89,1270.84,24487419.62,2.97,848.28,56.64,0.51,1198.16,291.79
132368901.89,1270.84,24487419.62,2.97,848.28,56.64,0.88,1200.53,300.34
132368901.89,1270.84,24487419.62,2.97,848.28,56.64,0.69,1204.31,311.07
109882182.42,1272.25,24756685.87,2.76,822.1,53.7,0.82,1212.18,303.46
109882182.42,1272.25,24756685.87,2.76,822.1,53.7,0.98,1216.85,275.9
109882182.42,1272.25,24756685.87,2.76,822.1,53.7,0.9,1200.07,313.24
109882182.42,1272.25,24756685.87,2.76,822.1,53.7,0.77,1204.37,287.97
109882182.42,1272.25,24756685.87,2.76,822.1,53.7,0.51,1214.39,268.87
109882182.42,1272.25,24756685.87,2.76,822.1,53.7,0.62,1202.43,280.35
109882182.42,1272.25,24756685.87,2.76,822.1,53.7,0.99,1207.19,307.23
109882182.42,1272.25,24756685.87,2.76,822.1,53.7,0.65,1210.16,297.29
22746392.06,1172.49,24741773.1,2.83,842.84,26.89,0.93,1142.13,305.18
22746392.06,1172.49,24741773.1,2.83,842.84,26.89,0.65,1140.08,274.09
22746392.06,1172.49,24741773.1,2.83,842.84,26.89,0.76,1134.59,317.06
22746392.06,1172.49,24741773.1,2.83,842.84,26.89,0.89,1137.31,264.21
22746392.06,1172.49,24741773.1,2.83,842.84,26.89,0.57,1126.71,301.88
22746392.06,1172.49,24741773.1,2.83,842.84,26.89,0.78,1132.1,280.64
22746392.06,1172.49,24741773.1,2.83,842.84,26.89,0.56,1144.48,292.89
22746392.06,1172.49,24741773.1,2.83,842.84,26.89,0.99,1129.73,287.65
23252357.77,1058.43,24340104.59,2.87,818.16,33.15,0.7,1019.32,284.54
23252357.77,1058.43,24340104.59,2.87,818.16,33.15,0.63,1024.92,299.86
23252357.77,1058.43,24340104.59,2.87,818.16,33.15,0.96,1021.18,304.76
23252357.77,1058.43,24340104.59,2.87,818.16,33.15,0.52,1017.45,318.06
23252357.77,1058.43,24340104.59,2.87,818.16,33.15,0.99,1007.05,268.08
23252357.77,1058.43,24340104.59,2.87,818.16,33.15,0.88,1014.72,270.42
23252357.77,1058.43,24340104.59,2.87,818.16,33.15,0.84,1010.58,294.63
23252357.77,1058.43,24340104.59,2.87,818.16,33.15,0.77,1008.1,276.97
77871750.29,1243.83,24141720.25,2.93,829.46,44.99,0.7,1184.59,315.85
77871750.29,1243.83,24141720.25,2.93,829.46,44.99,0.99,1187.41,271.01
77871750.29,1243.83,24141720.25,2.93,829.46,44.99,0.86,1183.13,295.94
77871750.29,1243.83,24141720.25,2.93,829.46,44.99,0.53,1193.13,290.33
77871750.29,1243.83,24141720.25,2.93,829.46,44.99,0.62,1178.89,303.07
77871750.29,1243.83,24141720.25,2.93,829.46,44.99,0.94,1196.94,307.36
77871750.29,1243.83,24141720.25,2.93,829.46,44.99,0.76,1194.09,268.05
77871750.29,1243.83,24141720.25,2.93,829.46,44.99,0.79,1189.65,280.49
71328964.03,1182.37,24241005.02,2.75,824.13,32.51,0.83,1149.37,296.67
71328964.03,1182.37,24241005.02,2.75,824.13,32.51,0.51,1132.02,307.77
71328964.03,1182.37,24241005.02,2.75,824.13,32.51,0.64,1142.87,271.48
71328964.03,1182.37,24241005.02,2.75,824.13,32.51,0.95,1134.85,290.31
71328964.03,1182.37,24241005.02,2.75,824.13,32.51,0.77,1135.04,316.71
71328964.03,1182.37,24241005.02,2.75,824.13,32.51,0.85,1141.14,266.77
71328964.03,1182.37,24241005.02,2.75,824.13,32.51,0.6,1137.74,298.86
71328964.03,1182.37,24241005.02,2.75,824.13,32.51,1.03,1147.19,282.32
119819057.64,1203.77,24734164.13,2.89,834.28,48.44,0.86,1143.91,309.58
119819057.64,1203.77,24734164.13,2.89,834.28,48.44,0.7,1147.36,275.24
119819057.64,1203.77,24734164.13,2.89,834.28,48.44,0.97,1154.75,277.42
119819057.64,1203.77,24734164.13,2.89,834.28,48.44,0.98,1137.71,313.19
119819057.64,1203.77,24734164.13,2.89,834.28,48.44,0.62,1138.83,299.28
119819057.64,1203.77,24734164.13,2.89,834.28,48.44,0.55,1149.4,286.64
119819057.64,1203.77,24734164.13,2.89,834.28,48.44,0.82,1141.1,265.01
119819057.64,1203.77,24734164.13,2.89,834.28,48.44,0.76,1150.6,295.96
149370119.98,1157.47,24291983.4,2.89,798.9,89.06,0.59,1067.08,287.73
149370119.98,1157.47,24291983.4,2.89,798.9,89.06,0.86,1064.86,279.95
149370119.98,1157.47,24291983.4,2.89,798.9,89.06,0.73,1060.83,266.49
149370119.98,1157.47,24291983.4,2.89,798.9,89.06,0.78,1054.25,299.87
149370119.98,1157.47,24291983.4,2.89,798.9,89.06,1.05,1051.89,311.99
149370119.98,1157.47,24291983.4,2.89,798.9,89.06,0.94,1062.25,307.69
149370119.98,1157.47,24291983.4,2.89,798.9,89.06,0.54,1056.68,293.61
149370119.98,1157.47,24291983.4,2.89,798.9,89.06,0.7,1049.69,271.17
53171825.05,1083.73,24363258.15,2.97,837.14,72.1,1.03,993.85,289.49
53171825.05,1083.73,24363258.15,2.97,837.14,72.1,0.66,998.28,292.81
53171825.05,1083.73,24363258.15,2.97,837.14,72.1,0.86,1000.5,272.85
53171825.05,1083.73,24363258.15,2.97,837.14,72.1,0.57,1004.43,310.47
53171825.05,1083.73,24363258.15,2.97,837.14,72.1,0.79,1002.68,314.49
53171825.05,1083.73,24363258.15,2.97,837.14,72.1,0.95,1007.8,301.77
53171825.05,1083.73,24363258.15,2.97,837.14,72.1,0.63,995.77,265.23
53171825.05,1083.73,24363258.15,2.97,837.14,72.1,0.73,1011.04,278.91
13838781.39,1062.74,24881029.52,2.83,828.87,97.42,0.9,945.59,277.06
13838781.39,1062.74,24881029.52,2.83,828.87,97.42,0.76,961.8,268.06
13838781.39,1062.74,24881029.52,2.83,828.87,97.42,0.84,964.03,302.41
13838781.39,1062.74,24881029.52,2.83,828.87,97.42,0.59,958.23,291.92
13838781.39,1062.74,24881029.52,2.83,828.87,97.42,0.95,954.35,317.53
13838781.39,1062.74,24881029.52,2.83,828.87,97.42,0.99,955.99,272.39
13838781.39,1062.74,24881029.52,2.83,828.87,97.42,0.66,950.85,284.02
13838781.39,1062.74,24881029.52,2.83,828.87,97.42,0.52,948.33,309.2
13526603.3,1034.33,24983986.09,2.93,838.63,46.23,0.65,979.56,307.27
13526603.3,1034.33,24983986.09,2.93,838.63,46.23,0.6,987.1,277.87
13526603.3,1034.33,24983986.09,2.93,838.63,46.23,0.98,975.57,317.39
13526603.3,1034.33,24983986.09,2.93,838.63,46.23,0.76,984.96,263.88
13526603.3,1034.33,24983986.09,2.93,838.63,46.23,0.5,975.88,283.95
13526603.3,1034.33,24983986.09,2.93,838.63,46.23,0.8,969.94,273.47
13526603.3,1034.33,24983986.09,2.93,838.63,46.23,1.05,973.0,301.02
13526603.3,1034.33,24983986.09,2.93,838.63,46.23,0.89,981.29,292.61
71904433.23,1209.71,24709361.61,2.93,818.5,82.53,0.5,1118.65,278.29
71904433.23,1209.71,24709361.61,2.93,818.5,82.53,1.02,1123.73,264.11
71904433.23,1209.71,24709361.61,2.93,818.5,82.53,0.71,1113.21,275.9
71904433.23,1209.71,24709361.61,2.93,818.5,82.53,0.59,1125.49,305.39
